text,stars,label,text_type,app,date,source
لسة مفيش تجربة التوصيل,1,negative,pure_arabic,Careem,2026-01-19 23:06:40,google_play
بقالي ساعه اطلب كريم ومدخلني علي التوفير. . اروح الأول معامله غير جيده,1,negative,pure_arabic,Careem,2026-01-19 20:54:30,google_play
أسعاره مرتفع قليلا,5,positive,pure_arabic,Careem,2026-01-19 19:37:49,google_play
تجربة ممتازة ورائعة,5,positive,pure_arabic,Careem,2026-01-19 18:48:06,google_play
خدمة ممتازة شكرا كريم,5,positive,pure_arabic,Careem,2026-01-19 16:12:23,google_play
أفضل استخدامه,5,positive,pure_arabic,Careem,2026-01-19 15:04:08,google_play
شكرا كثير من القلب 🙏🤍,5,positive,pure_arabic,Careem,2026-01-19 13:03:06,google_play
سيء جدا في عمليات زيادة في اسعار التوصيل,1,negative,pure_arabic,Careem,2026-01-19 09:06:58,google_play
موقع يسرقك وهو باسم تكلفة مشوار .. طلبت مشوار مدته 10دقائق قال التكلفة 26ريال وطبعا خصم المبلغ قبل يوصل الكابتن وبعدين لما وصلني جاتني رسالة عليك مبلغ 28ريال زلما تواصلت معاهم قالو لك تكلفة المشوار55ريالوكل اشوي يتواصل موظف ويكتشف ان في خطا وكاالعاده بصعد تلموضوع وهو طل... وللعلم اوبر وكريم تبع شركة وحده وهم مع بعض يقومو بالنصب ع العالم👎 مفكريين هم شركات التوصيل الوحيده وان البلد مافيها قانون,1,negative,pure_arabic,Careem,2026-01-19 05:13:38,google_play
والله خوش تطبيق,5,positive,pure_arabic,Careem,2026-01-18 21:19:17,google_play
خخخخير هذه ثاني مره الكابتن يسحب اول ما يوصل نقطة الالتقاء، ويجيني حجز لرحلة جديدة وانا في الشارع،، مع العلم اني اخرج قبل وصول الكابتن حتى.. مالت عليكم وعلى تطبيقكم,1,negative,pure_arabic,Careem,2026-01-18 17:28:08,google_play
للحذر لانه اكيد نصب كدا مع ناس تانيه السواق اسمه abanoob Aziz عربيه رقم م س ي 5915 (Gray ByD F3) لتجنب وقوع أحد آخر تحت عملية النصب او اى حاجه خطر نصب عليا فى الاجره واتحجج انى مفيش باقى معاه وهيضيفه على المحفظه ولما كلمت خدمة العملاء قالوا انى المرجع ليهم اللى بيكتبه السواق أنه استلمه من العميل يعنى المرجع ليهم اصلا اللى بينصب وسمعت من سواقين لنفس الشركة انى فى ناس كتير حصل معاهم كدا بيقولوا ارجعوا للشركه لانى مفيش اي وسيله تواصل مع السواقين غيرهم والشركه مبتعملش حاجه بتغلط العميل .,1,negative,code_switched,Careem,2026-01-18 14:57:15,google_play
الإختيار الأفضل👍👍👍👍,5,positive,pure_arabic,Careem,2026-01-18 09:39:11,google_play
بطىء,5,positive,pure_arabic,Careem,2026-01-18 02:02:30,google_play
ممتازين جدا,5,positive,pure_arabic,Careem,2026-01-17 22:59:56,google_play
very good,5,positive,pure_english,Careem,2026-01-17 22:36:44,google_play
سيئة,1,negative,pure_arabic,Careem,2026-01-17 19:53:24,google_play
تجربه هامله,1,negative,pure_arabic,Careem,2026-01-17 01:42:42,google_play
جديد جداً,5,positive,pure_arabic,Careem,2026-01-17 00:34:29,google_play
طلبت رحله تكلفتها 51 جنيه ودفعت للكابتن 100 وطلبت منه يضيف الباقى فى الحساب واخد الفلوس ومضافش الباقى فى الحساب ولما تواصلت مع خدمة العملاء قالولي مش ينفع نرجع الفلوس شركه غير محترمه وكابتن غير امين,1,negative,pure_arabic,Careem,2026-01-16 22:37:03,google_play
تطبيق ممتاز جدآ,5,positive,pure_arabic,Careem,2026-01-16 22:11:02,google_play
اجمل تطبيق,5,positive,pure_arabic,Careem,2026-01-16 15:14:00,google_play
برنامج حلو وخدمي عاشت الايادي أحسن من باقي التطبيقات,5,positive,pure_arabic,Careem,2026-01-15 14:17:49,google_play
الاسعار غاليه لقيت تطبيقات ارخص منه بكثير,1,negative,pure_arabic,Careem,2026-01-15 10:38:05,google_play
سيئ جدا التطبيق قام بتعطيل حسابي بسبب اني اضع عليه بطاقتين visa ويقول اني انتهك حقوق التطبيق واستفيد من الكودات بشكل غير شرعي,1,negative,code_switched,Careem,2026-01-15 01:11:18,google_play
كباتن التطبيق غير محترمين وبيخذوا اموال زياده وسياراتهم كلها غير جيده,1,negative,pure_arabic,Careem,2026-01-15 01:07:16,google_play
سيى لي اسبوع معلق معي ومشكلتي مانحلت,1,negative,pure_arabic,Careem,2026-01-14 12:58:37,google_play
تطبيق رائع,5,positive,pure_arabic,Careem,2026-01-14 11:40:38,google_play
ملاحظة يجب أن يدعم التطبيق اللغة العربية بالكامل ثاني شي الكابتن يجب أن يتقيديون بشروط الغاء الرحلة لأن أغلبهم يقبل الطلب وإذا شاف الإسم رجل يكنسل الرحلة يبغون بنات بس نرجو النضر في ذالك,1,negative,pure_arabic,Careem,2026-01-14 02:25:54,google_play
تطبيق صراحه جميل وممتاز بس السائقين ليس فيهم جديه,2,negative,pure_arabic,Careem,2026-01-14 02:07:14,google_play
تطبيق مفيد جدا,4,positive,pure_arabic,Careem,2026-01-13 20:09:21,google_play
اخذتو ضريبه بدون ما اكنسلها,2,negative,pure_arabic,Careem,2026-01-13 16:26:39,google_play
احسن من بلي بهواي,5,positive,pure_arabic,Careem,2026-01-13 12:43:04,google_play
رائعه,5,positive,pure_arabic,Careem,2026-01-12 18:00:22,google_play
ياخذون زياده في الاجره,1,negative,pure_arabic,Careem,2026-01-12 16:42:25,google_play
اسوء تطبيق نصب واحتيال لقد مسحت التطبيق نهائا ولن استعمله مره اخرى لليوم الثاني على التوالي عند الوصول تكون الاجره مضاعفه,1,negative,pure_arabic,Careem,2026-01-12 11:33:46,google_play
تطبيق سيء وما راح ارجع انزله او اطلب منه تكسي👎🏻,1,negative,pure_arabic,Careem,2026-01-12 09:58:06,google_play
بصراحه احسن تطبيق حاليا احسن اوفر احسن كباتن التطبيق يا جماعه عدى 10 من 10 خدمه عملاء مميزه جدا لو لك حق بيرجع لو في 10 نجوم هديهم له تطبيق رائع جداً جداً جداً في متناول الجميع يراعي جميع الطبقات الاجتماعية والاقتصادية كباتن محترمه بلا تجاوزات تطبيق يعرف يرجعلك حقك في كل الظروف بجد شكرا جزيلا اوبر,5,positive,pure_arabic,Careem,2026-01-12 08:29:34,google_play
حلو ورخيص ♥️♥️♥️💋💋💋💋,5,positive,pure_arabic,Careem,2026-01-11 20:34:03,google_play
اليوم اول يوم اجرب واستخدم تطبيق تكسي كريم وكانت رحلتي وياه جيدة والكابتن كان تعامله ممتاز ولهاذ اعطيته خمس نجمات,5,positive,pure_arabic,Careem,2026-01-11 14:08:38,google_play
thanks 4u.,5,positive,pure_english,Careem,2026-01-11 11:31:13,google_play
سيئة جدا,1,negative,pure_arabic,Careem,2026-01-11 08:30:21,google_play
اصبح في منتهى السوء لا انصح به لايختار الكباتن بطريقة امينه كما ان الكباتن لايسيرون وفقا لاي خريطه ويحلولون زياده الطريق لزياده الاجره وخدمة العملاء في منتهى السوء وعدم الاهتمام,1,negative,pure_arabic,Careem,2026-01-10 18:00:04,google_play
طلبت من مطعم بيتزا اسمه وسيم .وصلتني البيتزا عجين وبيضاء من أسفل لم تخبز جيدا وصورت لكم .تواصلت مع كريم واخبروني أنه لا يمكن تعويضك .مش طبيعي الرد ..يعني أنا ادفع فلوس ثمن اشي ما بيتاكل وتحكولي هيك..؟ اسوأ تطبيق,1,negative,pure_arabic,Careem,2026-01-10 17:44:46,google_play
السلام عليكم انا كابتن كريم عندى حظر فى أوبر ومش عارف افتح تطبيق كريم كابتن ايه الحل,3,neutral,pure_arabic,Careem,2026-01-10 16:50:04,google_play
لم يصل الكابتن الا الموقع و تمت غرامتي ب ٥ ريالات في حين اني في الشارع والكابتن لم يصل,1,negative,pure_arabic,Careem,2026-01-10 13:18:25,google_play
الرجاء من مسؤول الجودة من ملاحضة الشكاوى داخل البرنامج واجاد طريقة سهلة الاتصال عند وجود مشكلة وحلها بسرعة التحسين الخدمة بعد اخد اوبر لبرنامج كريم صارت الخدمة ولتواصل اسواء في حال لم تحل المشكلة سوف احذف البرنامج,1,negative,pure_arabic,Careem,2026-01-09 23:59:37,google_play
زفتتت يعلق وماقدر اسوي تسجيل خروج,1,negative,pure_arabic,Careem,2026-01-09 21:21:43,google_play
برنامج جيد ويخدم برافو,5,positive,pure_arabic,Careem,2026-01-09 15:55:03,google_play
اختصار للكثير من المشاكل والمعرقلات والتعاملات وسيارت جيدة وكباتن محترمين,5,positive,pure_arabic,Careem,2026-01-09 15:38:14,google_play
اسوء برنامج طلبات في الأردن,1,negative,pure_arabic,Careem,2026-01-09 15:07:39,google_play
شركة نصابه وكابتن نصابه حسبت الكابتن علي الرحله واخذ أكثر من حقه وبلغ الشركة بأنني لم ادفع له وكل ما اطلب رحله عايز يدفعني ثمن الرحله اللي انا دفعتها ١٥٥ جنيه علما بتعامل معهم من اول ما بدأوا في مصر وعميل مميز لكن للأسف موظفين أغبياء,1,negative,pure_arabic,Careem,2026-01-08 07:51:58,google_play
تجربة سيئة جدا,1,negative,pure_arabic,Careem,2026-01-08 03:45:03,google_play
جلست ساعه ادور ع الأغراض في النهاية يقول انت غي مؤهل للعرض حذف إلى مزبله التطبيقات المضلله!!!,1,negative,pure_arabic,Careem,2026-01-07 13:17:32,google_play
👍👍👍👍👍❤️,5,positive,other,Careem,2026-01-07 11:43:41,google_play
طبيق ممتاز جدا وسهل الاستخدام,5,positive,pure_arabic,Careem,2026-01-07 11:04:16,google_play
تطبيق سيئ جدا جدا جدا جدا رافض بطاقات الصراف وشحنت المحفظه وبرضو رافضين الدفع وبرضو رفضو يرجعون فلوسي تطبيق فاااااااشل,1,negative,pure_arabic,Careem,2026-01-06 21:25:13,google_play
اسوا تطبيق مر عليا بحياتي حطيت موقع الوصول واتفاجى بموقع ثاني مما سبب لي الخساره الضعف,1,negative,pure_arabic,Careem,2026-01-06 20:53:57,google_play
تجربة رائعة,4,positive,pure_arabic,Careem,2026-01-06 20:04:07,google_play
سيء جدا,1,negative,pure_arabic,Careem,2026-01-06 14:48:47,google_play
تطبيق مناسب,5,positive,pure_arabic,Careem,2026-01-06 14:25:35,google_play
بعض سواقين غير محترمين,1,negative,pure_arabic,Careem,2026-01-06 08:04:23,google_play
الخدمه سيئه,1,negative,pure_arabic,Careem,2026-01-05 23:17:28,google_play
تجربة سيئة طلبت طلب ولغيته بعد ثواني وخصموا المبلغ وما رجعوه بحجة المطعم قام ببدء التجهيز وحاولت أكثر من مرة وما رضيوا يرجعوا المبلغ تطبيق كيتا الأفضل بصراحة,1,negative,pure_arabic,Careem,2026-01-05 20:17:28,google_play
ممتاز بارك الله,5,positive,pure_arabic,Careem,2026-01-05 19:24:54,google_play
اغلب الكابتن بلغو وفي حال دفع فيزا ما برضو الا كاش,1,negative,pure_arabic,Careem,2026-01-05 19:08:44,google_play
سيئة شيئة سيئة غالي جدا جدا جدا,1,negative,pure_arabic,Careem,2026-01-05 18:37:56,google_play
شكرا على سوق بلي على هاذ التطبيق المساعد,5,positive,pure_arabic,Careem,2026-01-05 11:35:01,google_play
سيى,1,negative,pure_arabic,Careem,2026-01-05 09:42:24,google_play
التطبيق ممتاز الكباتن ممتازين وخلوقين وفقكهم الله جميعا,5,positive,pure_arabic,Careem,2026-01-04 22:39:10,google_play
جيد جدن,5,positive,pure_arabic,Careem,2026-01-04 17:32:01,google_play
تطبيق رائع وآمن,5,positive,pure_arabic,Careem,2026-01-04 16:54:00,google_play
دقه فى الموقع,5,positive,pure_arabic,Careem,2026-01-04 16:32:47,google_play
مخزية,1,negative,pure_arabic,Careem,2026-01-04 14:54:35,google_play
على طول يتأخر الكابتن والمشكلة تعطيه حقه يحط عليك مديونيه ماانصح بالتنزيل,2,negative,pure_arabic,Careem,2026-01-04 08:20:02,google_play
لا يوجد تغيير على منطقة الإقامة للوصول إلى مطاعم منطقتي,3,neutral,pure_arabic,Careem,2026-01-04 01:44:43,google_play
بخصوص عنوان المكان الي نطلب منه الجي بي اس .. يكون بعيد عن المبايل وهذه مشكلة,4,positive,pure_arabic,Careem,2026-01-03 23:12:37,google_play
احسن تطبيق شفتا بحياتي وكذالك الخدمه كلش حلوه شكرا لشركه كريم واتمنى ان يضيفون خصومات,5,positive,pure_arabic,Careem,2026-01-03 21:47:02,google_play
good,5,positive,pure_english,Careem,2026-01-03 21:07:40,google_play
لمن السيارات تلغي الطلب يجي علي حسابي,2,negative,pure_arabic,Careem,2026-01-03 18:53:12,google_play
مشالله سريع,5,positive,pure_arabic,Careem,2026-01-03 17:23:28,google_play
التطبيق صار صعب الأستخدام ومافي كود خصم,2,negative,pure_arabic,Careem,2026-01-03 15:11:40,google_play
جيد جداً,5,positive,pure_arabic,Careem,2026-01-03 03:17:14,google_play
تطبيق محترم جدا,5,positive,pure_arabic,Careem,2026-01-02 23:27:13,google_play
لم أكن راضي لعدم حصولي علي الفاتوره,1,negative,pure_arabic,Careem,2026-01-02 20:04:25,google_play
لا انصح به التطبيق رفع الاسعار فجأه رحلتي كانت أجرتها 3دنانير في الصباح ورجعت من الرحله المساء ب 7 دنانير واليوم الجمعه والشوارع فاضيه هل يعقل هذا من خلدا دوار السكر إلى المصدار 7 دنانير الاجره,1,negative,pure_arabic,Careem,2026-01-02 17:58:38,google_play
لا يعمل هذا التطبيق بشكل افضل ولا يرسل كود خصم 50 في المئه,1,negative,pure_arabic,Careem,2026-01-02 12:26:19,google_play
مافي سلاسه لو ابي ارجع المبلغ من المحفظه بكريم ل حسابي البنكى مو معقول,1,negative,pure_arabic,Careem,2026-01-02 11:21:44,google_play
جيد جدآ,5,positive,pure_arabic,Careem,2026-01-01 19:56:52,google_play
طلب طلب وكنسلت الطلب ورفضوا استرداد المبلغ,1,negative,pure_arabic,Careem,2026-01-01 19:39:03,google_play
لماذا لم يتم تفعيل حسابي,1,negative,pure_arabic,Careem,2026-01-01 15:44:48,google_play
نسيت التليفون بتاعة فى رحله وعملت شكوى وقالولى الشكوه اتحلت ومحدش تواصل معايا والكابتن قافل التليفون مش عارف اتواصل معاه,1,negative,pure_arabic,Careem,2026-01-01 15:12:57,google_play
اشكر اجراءاتكم من قبل قسم السلامة والطواىء بصدد الشكوى المقدمة من قبلي للأتصال المستمر اثناء الرحلة الى مول المنصور مع الكابتن طارق,5,positive,pure_arabic,Careem,2026-01-01 13:52:59,google_play
ممتاز والله التطبيقات هذي نعمه كانت مشاويري وتقد ساعه بالشارع تنتظر سياره وتكاسره بالسعر الي كنت أخذه ب٥٠ الحين ب١٨ ريال وسيارات نضيفه وفخمه وأمان,5,positive,pure_arabic,Careem,2026-01-01 13:25:45,google_play
تطبيق سيئ جدا والسائقين حراميه وخدمه عملاء زي الزفت انا طلبت مشوار لي زوجتي والسائق خد منها 400جنيه وقلها هضفلك الباقي علي المحفظه وسبها ومشي ولا حول ولا نيل وتكلم خدمه العملاء يسبولك الرد الالي وحاجه اخر قرف ولا بيردو ولا بيهتمو اقسم بالله اسوء تجربه في حياتي ولا انصح باستخدامها,1,negative,pure_arabic,Careem,2026-01-01 04:16:05,google_play
بصراحة اروع واريح تطبيق بطلب منه حذفت تطبيق طلبات وتم اعتماد تطبيق كريم فقط,5,positive,pure_arabic,Careem,2026-01-01 00:50:25,google_play
سيئه اسوء مم كانت,1,negative,pure_arabic,Careem,2025-12-31 22:11:16,google_play
ساءق تاكسي ناجح,5,positive,pure_arabic,Careem,2025-12-31 20:23:33,google_play
راقي جدا,5,positive,pure_arabic,Careem,2025-12-31 17:41:39,google_play
افضل من تطبيق بلي بمراحل شكرا كريم,5,positive,pure_arabic,Careem,2025-12-31 07:33:33,google_play
جيدة جدا,5,positive,pure_arabic,Careem,2025-12-30 22:45:55,google_play
كيف اكون كابتن بكريم سويت كل شي وقعت فوق الشهر ومحد رد علي ولا قبلوني شنو السبب لوسمحتو فيدوني,1,negative,pure_arabic,Careem,2025-12-30 22:10:04,google_play
تطبيق ناجح,5,positive,pure_arabic,Careem,2025-12-30 16:05:11,google_play
تطبيق رائع استخدمه في اربيل,5,positive,pure_arabic,Careem,2025-12-30 14:55:45,google_play
على مستوى العالم تطبيق جيد👍,5,positive,pure_arabic,Careem,2025-12-30 12:42:17,google_play
اسواء تطبيق خربان و محد يقبل بل رحلة اذا قليلا و الرحلا ما تسوا 10 ريال و اخر شي محد يقبل حتا لو حطيتو 15,1,negative,pure_arabic,Careem,2025-12-30 10:32:18,google_play
طلابات أفضل يوجد زيادات غير مبررة في كل طلب,1,negative,pure_arabic,Careem,2025-12-29 21:01:29,google_play
السائق لا يلتزم بالاسعار المحددة,1,negative,pure_arabic,Careem,2025-12-29 20:16:13,google_play
ممتازه ودقيقه ليس عليها اي ملاحظات,5,positive,pure_arabic,Careem,2025-12-29 10:57:13,google_play
تكسي كريم دائما سباق في تحديثاته والتنوع المستمر في فئات التكسي هو ديدنكم ويبقى هو الافضل بفضل كباتنه الرائعين وهو تطببق متكامل,5,positive,pure_arabic,Careem,2025-12-29 10:32:49,google_play
رحلة ممتازة ومريحة,5,positive,pure_arabic,Careem,2025-12-29 02:56:59,google_play
برنامج رائع,5,positive,pure_arabic,Careem,2025-12-28 17:33:29,google_play
شكرأ,5,positive,pure_arabic,Careem,2025-12-28 14:10:50,google_play
كم تعطيه نجمه انا ☆☆☆☆☆☆ وأكثر من كذا بعد صدق وأمانه (جميع الحقوق محفوظه...الخ),5,positive,pure_arabic,Careem,2025-12-28 10:24:19,google_play
مع الأسف التطبيق في تراجع بسبب توظيف سائقين اقل مايقال عنهم محتالين ونصاببن,1,negative,pure_arabic,Careem,2025-12-28 00:58:09,google_play
دائما اسعار مبالغ فيها لاتوجد برامج جديدة او خطط اسعار مبتكرة,1,negative,pure_arabic,Careem,2025-12-27 13:19:22,google_play
",👍",5,positive,other,Careem,2025-12-27 11:35:30,google_play
حظر حسابي فقط لاني دخلت من رقمين لان احد الارقام مفصول وكان يوجد لدي مال بالمحفظه عند التواصل معهم السبب اني الدخول من رقمين اساءه استخدام تطبيق غريب ولا انصح به,1,negative,pure_arabic,Careem,2025-12-27 11:23:03,google_play
شركه رائعه وتحترم الزبون والكابتن مو مثل بلي,5,positive,pure_arabic,Careem,2025-12-27 09:37:07,google_play
على اخوتنا المصريين جت الحزينة تفرح، مالقتلهاش مطرح يعني اشرد من بلي كريم يخليك تتقبل خيسة بلي لان شي مرات رخيص فمتتوقع منه خير بس كريم وكريم الكابتنية يتقصدون التأخير لو يتخذ مسار ابعد حتى ادفع اجرة اكثر او يمشي بهداوة ... على گولة ابو وسام النتيجة ادفع مرات قرابة الضعف! لا وفوقها الكابتن قبل لا يوصل يجيني اشعار الكابتن بانتظارك! طيب شلون وهو الشارع كله مداخله؟! بعد... مرات الكابتن يختل بزوية حتى ما اشوفه واگعد ادور عليه اللي هو كله وقت؟ وعلي... وبالاخير... رقم شكاوى ما عندهم ضمن التطبيق!,1,negative,pure_arabic,Careem,2025-12-26 02:37:59,google_play
مش راضي يسجل دخول,1,negative,pure_arabic,Careem,2025-12-26 01:27:26,google_play
جيد جدأ الول ستخدامي,5,positive,pure_arabic,Careem,2025-12-26 00:11:06,google_play
كباتن جدا سيء وتعامل الدعم اسوء,1,negative,pure_arabic,Careem,2025-12-25 23:03:11,google_play
نوعا ما جيد,5,positive,pure_arabic,Careem,2025-12-25 21:20:31,google_play
انا كنت بحب هذا التطبيق كتييير ومااطلب سيارة غير منه فجأة حطولي لا يمكن الدخول للحساب وجربت من رقمي الثاني نفس المشكلة حاولت ابعت رسالة ومازبط ياريت تفيدوني,3,neutral,pure_arabic,Careem,2025-12-25 20:53:04,google_play
تطبيق ممتاز,5,positive,pure_arabic,Careem,2025-12-25 19:42:12,google_play
يظهر في التطبيق سعر وبعد التوصيل يظهر المبلغ مدبل. لو ظهر لي من أول المبلغ كنت غيرت الي تطبيق اخر غير كريم مثل بولت او جيني بدل السعر المبالغ فيه. لا انصح بتحميل كريم.,1,negative,pure_arabic,Careem,2025-12-25 16:55:47,google_play
ماكو خصومات والاجرة تزداد اذا السايق غير الطريق او ازدحام,1,negative,pure_arabic,Careem,2025-12-25 13:40:18,google_play
التطبيق حجب حسابي ويضع علي دفعة والسبب أنني الغيت رحلة لم تتطابق فيها معلومات كابتن كريم عند وقوله كان كابتن آخر .. وفرضوا علي رسوم 4.48 ريال.. والآن أنا لا أستطيع طلب الرحلات على الرغم أني من فئات الـ vip ومازلت أحاول طلب الرحلات ولاتكتمل وعلى الرغم أني أراسلهم بهذا الأمر واطلب منهم رفع الرسوم الموضوعه افتراءا وزورا ،، مع الأسف أضطررت استخدام برنامج آخر للتوصيل وحسبنا الله ونعم الوكيل ..,1,negative,code_switched,Careem,2025-12-25 08:02:53,google_play
يجنن,5,positive,pure_arabic,Careem,2025-12-25 03:09:30,google_play
كلش تطبيق حلو بس نتمنى يتوفر بشمال البصره,5,positive,pure_arabic,Careem,2025-12-24 21:27:08,google_play
تجربه فاشله مع الاسف مرتين اوصي كريم وميجي ويحسب عليه فلوس برنامج فاشل وتقفيص لا اكثر ولا اقل,1,negative,pure_arabic,Careem,2025-12-24 15:07:44,google_play
اسعار الرحلات بسياراتهم مرتفعه بالإضافه عند انتهاء الرحله ترتفع اكثر بشكل مبالغ,2,negative,pure_arabic,Careem,2025-12-24 13:20:34,google_play
تطبيق اعتمدت علية بكل مشواري,5,positive,pure_arabic,Careem,2025-12-24 13:11:49,google_play
برنامج تقفيص يطلب مني كروة سيارة 8000 لمسافة أخذ تكسي من الشارع ب 5000 وبلي يطلب مني 3750,1,negative,pure_arabic,Careem,2025-12-23 21:42:42,google_play
شركة سيئة للغاية لقد طلبت طلب طعام من داخل التطبيق واحضر عنصر آخر تخيلو معي انك تقوم بطلب لك وياتيك طلب اخر والمشكلة الأكبر أن عند المراجعه يقولون لك نعتذر لا يمكن أن تسترد نقودك وانا ما ذنبي انهو خطئكم انتم ليس مني وبدل ما تقومون بإرجاع نقودي الي تقولون لا يمكن ما هاذا شيئ لا يصدق ابدا ، انا ابن هاذا التطبيق جميع رحلاتي معه وجميع اطعمتي منه ويمكنكم الاطلاع على جميع رحلاتي انا لست جديد انا ابن هاذا التطبيق وانا الذي كنت انصح الجميع فيه بكل شيئ اتمنى من الشركة المحترمة ان تتعاون معي واسترد نقودي.,1,negative,pure_arabic,Careem,2025-12-23 21:39:01,google_play
سيئ جدن,1,negative,pure_arabic,Careem,2025-12-23 19:32:45,google_play
تجربه سيئة وفريق الدعم سيء وتم حظر حسابي وما بعرف السبب ومو عارفه ارجعو او شو اعمل ومحدا فادني ب اشي,1,negative,pure_arabic,Careem,2025-12-23 18:03:57,google_play
طلب مشوار ما جاء الا بعد ساعتين وحط لي مديونيه ليش كده انا ادفعها حرام لاحول ولا قوه الا بالله العلي العظيم الى الان لم تحل مشكلة الرصيد المضاف لي من الكابتن الذي الغى رحلته,1,negative,pure_arabic,Careem,2025-12-23 04:26:16,google_play
اسوء تطبيق علي الاطلاق,1,negative,pure_arabic,Careem,2025-12-23 03:15:04,google_play
اكثر من جيده,5,positive,pure_arabic,Careem,2025-12-22 19:07:21,google_play
الكابتن يمشي بطيء علشان يحسب عليك فلوس,1,negative,pure_arabic,Careem,2025-12-22 17:52:58,google_play
ما حده ينزلو اسعار عندو كتير غاليه ولعروض البعملها كلو كذب حتى الخصومات كذب والتوصيلالمجاني كذب نصيحه ماتنزل هاذا التطبيق نزل احسلك وارخص من هاد بكثير تكسي اف افضل تطبيق على الاطلاق,1,negative,pure_arabic,Careem,2025-12-22 17:52:53,google_play
الكروة غير حقيقه,1,negative,pure_arabic,Careem,2025-12-22 12:24:54,google_play
اسوء تعامل بالوجود /كودات وهمية/ عروض وهمية على الاكل/ مشاكل بالتطبيق كل شوي بعلق/ اسعار خرافية متاجر/خدمة عملاء انيل من النيلة,1,negative,pure_arabic,Careem,2025-12-22 00:42:11,google_play
ممتاز للأزمات,5,positive,pure_arabic,Careem,2025-12-21 22:30:57,google_play
لماذا لا توجد محافظة بابل,1,negative,pure_arabic,Careem,2025-12-21 19:00:12,google_play
والله تطبيق سيئ جدا ولا انصح احد ان يجربه,1,negative,pure_arabic,Careem,2025-12-21 18:48:49,google_play
ممتاز وسهل,5,positive,pure_arabic,Careem,2025-12-21 15:33:00,google_play
شركه مش كويسه بلسوقين ركبت مع واحد العربيه من عندوهم ونسيت محفظتي معاه في العربيه وسرقه ومرجعليش المحفظه وهو قلي المحفظه معايه وكن في الفلوس والاوراق الشخصيه,1,negative,pure_arabic,Careem,2025-12-21 12:20:52,google_play
انا من اربد ولا يوجد سيارات متاحة او انا موقعي خارج الخدمة.... انا من وسط اربد... لما يكون فيه اكواد خصم لايكون هناك خدمه او لا يوجد سيارات... تطبيق زباله ولا اريد استخدامة.,1,negative,pure_arabic,Careem,2025-12-21 12:12:11,google_play
اخدوا مبلغ أكثر من اللازم سيئ للغايه,1,negative,pure_arabic,Careem,2025-12-21 11:23:16,google_play
الكابتن قام ببدء الرحلة والوصول الي الوجهة بدون أن اركب معه وقمت بعمل عدة شكاوى ولا يوجد حل,1,negative,pure_arabic,Careem,2025-12-21 08:37:11,google_play
تطبيق لصوص في الفترة الاخيره تم سرقتي من قبل تطبيق كريم ورفعت مطالبة وتم الرد لا يمكن اعادة الاموال و طلبوا مني استعمل الفيزا للدفع و تم وتقاضى الكابتن الأجرة من اطفالي كاش من مصروفهم المدرسي اليومي علما أن الرحله فيزا ولو كان المبلغ الموجود فيها اقل بالعادة تقوم الشركة بتدوين رصيد سالب يتم تسديده بشكل مضمون من العملاء علما اني اعتبر Vip للاسف و مع ذلك تعنتوا بعدم رد حقي للمرة الثانية وهذا لا يشعرني بالامان على اطفالي حيث أنهم كما اتضح لي لا يملكون السيطرة على كباتنهم.. لذلك قمت بإلغاء اشتراكي.,1,negative,code_switched,Careem,2025-12-20 23:25:13,google_play
برنامج زباله وبعت لما كان شغال بعت كده مش عاوز يسجل دخول,1,negative,pure_arabic,Careem,2025-12-20 23:16:50,google_play
منذ شهر يرسل رمز تخفيض ولا يطبق بالبرنامج والاجور ضعف اصبحت رديء,1,negative,pure_arabic,Careem,2025-12-20 15:44:48,google_play
تم حل المشكلة,5,positive,pure_arabic,Careem,2025-12-20 15:18:12,google_play
من اول تجربه كانت سيئة وجاري حذف التطبيق.,1,negative,pure_arabic,Careem,2025-12-20 13:45:17,google_play
زباله,1,negative,pure_arabic,Careem,2025-12-19 18:57:25,google_play
لدي رصيد في المحفظة من اسبوع ولا استطيع استخدامه الي الان وقدمت شكاوي كتير والي الان لا احد يرد عليا,1,negative,pure_arabic,Careem,2025-12-19 17:38:14,google_play
فاشل... رسوم توصيل عاليه مقارنة بغيره وخدمه سيئه,1,negative,pure_arabic,Careem,2025-12-19 12:44:14,google_play
تعرضت لتعامل سئ من هذا الكائن Ammar Alosaimi وتم إلغاء الرحلة وسحب قيمة المشوار وتم الاتصال بخدمة العملاء وتم رد المبلغ هذا لا يصلح للتعامل مع اى انسان يجب اتخاذ الإجراءات القانونية تجاه هذا الكائن رقم اللوحه ر ى و 3832,1,negative,code_switched,Careem,2025-12-18 21:30:43,google_play
أجمل واحلى تطبيق ممكن تتعاملون معاه ويقدم خصومات تحفة والله اني ما بطلب الا من كريم كل مشاويري منه صراحة اعطيه أكثر من ١٠٠٠ نجمه حتى السواقين مره محترمين مره مؤدبين ما تعاملت مع أي حد منهم وضايقني عكس التطبيقات الثانيه صراحة......,5,positive,pure_arabic,Careem,2025-12-18 17:02:20,google_play
تطبيق ممتاز ورائع جدآ,5,positive,pure_arabic,Careem,2025-12-18 00:09:06,google_play
صار تطبيق زبالة وبطلع ظرايب و ابصر شو اليوم طلعت فيه حاسب حسابي 1.50 طلع 2.85 وقعدت ادور علمصاري عشان احاسبو نظام مقرف ولله,1,negative,pure_arabic,Careem,2025-12-17 20:35:29,google_play
