text,likes,date,video_id,source
ذا مش برج خليفة . برج لا يوجد جنبو برج متوازي مع في طول,0,2025-03-24T08:52:53Z,-pcB8cZeHl0,youtube
الجو مره بارد وخيالي لازم جاكيت 🧥 😂😂,8,2025-03-14T07:16:23Z,-pcB8cZeHl0,youtube
شفتو كيف فوق السحاب يلا قولو سبحان الله 😮,64,2025-03-14T07:14:37Z,-pcB8cZeHl0,youtube
إقفز,2,2025-03-11T05:33:25Z,-pcB8cZeHl0,youtube
معقوله برج خليفه عابر الغيم,0,2025-03-04T12:54:10Z,-pcB8cZeHl0,youtube
حلوو جدا😊,6,2025-02-27T11:53:40Z,-pcB8cZeHl0,youtube
ربي يبارك و يزيد,7,2025-02-11T10:25:27Z,-pcB8cZeHl0,youtube
الجو😅❤😊😊😊🤗خيااال,2,2025-02-04T16:36:48Z,-pcB8cZeHl0,youtube
😮😮😮😮انا خفت❤,1,2024-11-29T10:28:41Z,-pcB8cZeHl0,youtube
هى الافضل في انك تسكن فوق السحب فى اعلى سكن انها لما تمطر مش هتتبل لا أنت ولا الشقة ولا ايه 😂😂😂😂😂😂,1,2024-10-16T08:46:24Z,-pcB8cZeHl0,youtube
هذا مجرد ضباب لانو سخاب علميا لايقل ارتفاعه عمدن 1100متر عن سطح بحر,0,2024-07-19T22:17:27Z,-pcB8cZeHl0,youtube
ما شاء الله ا تبارك الله,16,2024-01-14T04:15:31Z,-pcB8cZeHl0,youtube
هذي دبلجه اخرطي,2,2024-01-10T05:45:18Z,-pcB8cZeHl0,youtube
الحين ذا شلون ياكل😂😂😂😂😂,0,2024-01-07T11:14:47Z,-pcB8cZeHl0,youtube
يا جماعه الفيديو يا فوتوشوب يا اما هم حاطين بالجو ماده لانه اذا بتلاحظوا على اليسار فيه مدن مبينه استغفر الله العظيم يعني كيف تمت بناؤه وهو بالجو !!!!!!!!!!!,2,2023-11-20T13:17:57Z,-pcB8cZeHl0,youtube
واووووووو🙀🙀🙀🙀🙀🙀🙀🙀🙀,1,2023-11-19T00:08:46Z,-pcB8cZeHl0,youtube
وش بيسوي في في كسوف والشمس قدامه والبلكونه شفافة😂,0,2023-08-24T09:12:35Z,-pcB8cZeHl0,youtube
"انا الوحيدة الي بفكر فالمطر 😂💗💥









وربي بجد كيف ما يجيه مطر حراام ❤",3,2023-08-21T14:43:49Z,-pcB8cZeHl0,youtube
يا ترى اذا بنط بتمسكو الغيوم 😂😂😂😂😂😂,0,2023-08-21T11:25:36Z,-pcB8cZeHl0,youtube
هاذا اذا مطرت م يجيه المطر 😂,0,2023-08-21T02:39:38Z,-pcB8cZeHl0,youtube
هاذا كيف المطر عليه😂,4,2023-08-20T23:28:11Z,-pcB8cZeHl0,youtube
اذا طاح جيجي,0,2023-08-20T18:56:06Z,-pcB8cZeHl0,youtube
حلو بس في مشكله اذا مطرت مايجيه مطر😭💔,4,2023-08-20T07:22:14Z,-pcB8cZeHl0,youtube
دي بمليار اورو,1,2023-08-19T22:15:20Z,-pcB8cZeHl0,youtube
حتى لو تمطر ما يجي عنده مطر😂,53,2023-08-19T13:31:11Z,-pcB8cZeHl0,youtube
لو يجي مطر مارح يوصلك 🗿💔,2,2023-08-19T09:02:53Z,-pcB8cZeHl0,youtube
اذا نزل مطر ما يجيه😂😂😂😮,0,2023-08-19T08:55:47Z,-pcB8cZeHl0,youtube
شباب الحين ذا فوتوشوب؟,1,2023-08-16T01:41:48Z,-pcB8cZeHl0,youtube
والناس اللى عايشه ف الضباب فوق  دى ظروفها ايه 😂😂,0,2023-07-07T01:59:43Z,-pcB8cZeHl0,youtube
كفب,0,2023-07-02T12:36:07Z,-pcB8cZeHl0,youtube
اذا كانت الأرض مسطحة فهذا يعني انك تستطيع ان ترى جميع الدول و كل شي عليها بواسطة منضار عالي الدقة الي معي يضغط لايك,86,2023-06-30T22:56:16Z,-pcB8cZeHl0,youtube
هذي ناطحات السحاب اللي يقولونها,1,2023-04-23T14:13:44Z,-pcB8cZeHl0,youtube
انا مابخاف من الاماكن العالية بحبها كتير,8,2023-04-16T13:54:38Z,-pcB8cZeHl0,youtube
اتمنئ اوكف بهذا المكان بس اني المصعد اخاف منه كيف اذا صعدت 😂😂😂,2,2023-04-09T23:24:01Z,-pcB8cZeHl0,youtube
ياريت اوقف بهالمكان كتير حلو المنظر,2,2023-03-04T09:24:33Z,-pcB8cZeHl0,youtube
"انا لما اطلع على الطاولة 
يتم نقلي الى والمستشفى 🤣🤣🤣🤣",2,2023-02-19T19:50:10Z,-pcB8cZeHl0,youtube
شكلي وأنا قلبي بيقع من الخوف 😂 😂,11,2023-01-27T11:48:32Z,-pcB8cZeHl0,youtube
شاهد قبل كسر الشاشه 😂,0,2026-03-13T07:22:28Z,2mnYesPZkJU,youtube
.كم يكلف نسف هذا المبرج😅😅 طايرة مسيرة فقط😅😅,0,2026-03-05T23:59:46Z,2mnYesPZkJU,youtube
لا إله إلا أنت سبحانك إني كنت من الظالمين ربي اغفر لي ولوالدي وللمؤمنين والمؤمنات والمسلمين والمسلمات الاحياء منهم والاموات ❤,0,2026-03-05T23:46:53Z,2mnYesPZkJU,youtube
اقصفو برج خليفه😊,0,2026-03-04T20:49:58Z,2mnYesPZkJU,youtube
مدرو اين يسيرو زلطهم ما لقينا مصروف ولا كسوت جهلنا وهولا بيسرفو,0,2026-03-04T01:56:56Z,2mnYesPZkJU,youtube
معناها إذا حطيت صورتي يوم واحد رح ادفع ٣٣٥٩٩٥٢٠  دولار لك إذا هيك خليني حطا على جوالي ببلاش احسن 😅😂😂,0,2026-03-02T12:56:23Z,2mnYesPZkJU,youtube
This tower is not good. It means that parrot is amal.she and poison books,0,2026-02-19T00:29:51Z,2mnYesPZkJU,youtube
"ريال دولار 20,000,000  السعودي 😅",0,2026-02-01T17:34:45Z,2mnYesPZkJU,youtube
صلو على النبي صلى الله عليه وسلم ❤❤,0,2026-01-31T14:12:44Z,2mnYesPZkJU,youtube
ايرب امك انت وبرجه ماي خليفه,0,2026-01-27T19:43:33Z,2mnYesPZkJU,youtube
اللهم لك الحمد,0,2026-01-26T14:06:03Z,2mnYesPZkJU,youtube
‏ما شاء الله يعني عندكم لمبات لا يطفون السفن,0,2026-01-23T22:19:39Z,2mnYesPZkJU,youtube
"كذب
مستحيل ولو ربع هذا المبلغ",0,2026-01-19T13:07:35Z,2mnYesPZkJU,youtube
نو,0,2026-01-19T10:31:58Z,2mnYesPZkJU,youtube
تلبم,0,2026-01-17T16:35:15Z,2mnYesPZkJU,youtube
زوجته مو حبيبته,2,2026-01-17T08:26:53Z,2mnYesPZkJU,youtube
يعني 105 مليون دينار عراقي,1,2026-01-07T13:22:14Z,2mnYesPZkJU,youtube
لكن ع سوري شو😅😅,0,2025-12-14T12:26:27Z,2mnYesPZkJU,youtube
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽👎🏽,0,2025-11-30T08:30:40Z,2mnYesPZkJU,youtube
اللعنه عليهم  أجمعين وعلى أموالهم وعلى كل ما يملكون هؤلاء بني القذاره والخبث,0,2025-11-25T02:53:18Z,2mnYesPZkJU,youtube
يعني بالدينار الجزائري مليار وزيادة 😂😂 ثلث دقايق 😂,0,2025-10-30T22:12:20Z,2mnYesPZkJU,youtube
يعني  ٣٣.٦ مليون دولار لليوم الواحد 😢😢,0,2025-10-29T03:47:47Z,2mnYesPZkJU,youtube
ليس أطول  برج في العالم الحين يسوو برج جده وهوه أطول برج في العالم,0,2025-10-25T09:42:35Z,2mnYesPZkJU,youtube
ابو الرب خط صورته عليه هو وصبا,0,2025-10-12T15:35:36Z,2mnYesPZkJU,youtube
بس ٧٠٠٠٠٠﷼,0,2025-09-02T14:11:53Z,2mnYesPZkJU,youtube
الله يرحمنا شي مابهمنا,0,2025-08-24T14:57:40Z,2mnYesPZkJU,youtube
لامؤاخذه القرع بياكل حلاوه قالوابفلوسه,0,2025-08-03T07:14:32Z,2mnYesPZkJU,youtube
ابوية الله يحفظه عنده بيت في برج خليفة😊,0,2025-07-28T12:24:22Z,2mnYesPZkJU,youtube
ماشاء الله تبارك الرحمن الله اكبر ❤❤❤,1,2025-07-23T06:43:29Z,2mnYesPZkJU,youtube
ترا بعد 2028 برج خليفة ما رح يكون أطول برج بالعالم لأن السعودية عم تشتغل على برج في جدة وهو حيكون أطول برج بالعاااااالمممم❤,1,2025-06-20T21:10:31Z,2mnYesPZkJU,youtube
بس باجر تعالو سوف صورتي,0,2025-06-20T11:59:56Z,2mnYesPZkJU,youtube
‏طيب احنا نعرف انه في شاشة أنا مرة شفته وأدري طيب ليش ليش تسأل طيب طيب وش دخل تسأله حتى أنا شوف هذا وش كاتب بلوك شكله احبك ويش المقطع الخايس طيب ليش تحط أسامة مكسور ويش تحب طيب ويش فيه😂,0,2025-06-16T00:53:35Z,2mnYesPZkJU,youtube
السلام عليكم كم يصل اجر من يعمل في تنضيف الزجاج الخارجي لبرج خليفة او البنايات العالية كم يكون الأجر,0,2025-06-09T22:34:47Z,2mnYesPZkJU,youtube
"*سعر الإعلان لمدة ثلاثة دقائق على برج خليفة:*


70.000 دولار أمريكي شمالي🇺🇸
3,460,191.70 جنيه مصري🇪🇬
262,539.13 ريال سعودي🇸🇦
639,968.99 درهم مغربي🇲🇦
2,775,150.00 أوقية موريتانية🇲🇷
49,630.00 دينار أردني🇯🇴
21,421.40 دينار كويتي🇰🇼
26,388.67 دينار بحريني🇧🇭
17,034,481.66 دينار يمني🇾🇪
382,550.00 دينار ليبي🇱🇾
91,667,970.80 دينار عراقي🇮🇶
39,855,926.53 شيلن صومالي🇸🇴
6,302,338,000.00 ليرة لبنانية🇱🇧",0,2025-06-08T14:16:24Z,2mnYesPZkJU,youtube
انتبه من إظهار نساء متبرجة وازل المعازف بارك الله فيك اخي,0,2025-05-29T16:33:10Z,2mnYesPZkJU,youtube
مو حبيبته زوجته,0,2025-05-14T03:21:02Z,2mnYesPZkJU,youtube
😊😊😊😊😊😊,0,2025-05-08T11:11:48Z,2mnYesPZkJU,youtube
بالنسبه الي 70 الف دولار مقابل ان اطلع وجه زوجتي على برج خليفة لمدة 3 دقائق تستاهل وبشدة لان هاذي 3 دقائق راح تنحفر بذاكرة زوجتي,0,2025-04-28T13:20:41Z,2mnYesPZkJU,youtube
وانا عبالي سعر مليوني,0,2025-03-27T02:35:47Z,2mnYesPZkJU,youtube
حفظكم الله ورعاكم واسعدكم,0,2025-03-22T00:42:14Z,2mnYesPZkJU,youtube
اللهم لا تؤاخذنا بما فعل السفهاء منا 😢😢,1,2025-03-11T08:44:44Z,2mnYesPZkJU,youtube
❤❤❤ الله ❤❤ ريان 🇸🇾🇸🇾🇸🇾,1,2025-02-25T17:13:25Z,2mnYesPZkJU,youtube
شاشه أبراج اعلان بفلوس,0,2025-02-23T14:40:14Z,2mnYesPZkJU,youtube
الموسيقى حرام و حرام تطلع نساء متبرجات و حرام تطلع عورة الرجآل,1,2025-02-21T21:29:40Z,2mnYesPZkJU,youtube
برج جده اكبر من حياتي,0,2025-02-13T08:46:02Z,2mnYesPZkJU,youtube
يا إلله دبي  ما حلاها 😊,0,2025-01-13T19:40:29Z,2mnYesPZkJU,youtube
ما يجوز نشر محتوى فيه نساء متبرجات. تخيل تاخذ إثم على كل نظرة ينظرونها الناس! والمشكلة يمكن تموت ولا احد يحذف منشورك هذا وتبقى عليك سيئات جارية أعوذ بالله!,0,2025-01-09T09:23:56Z,2mnYesPZkJU,youtube
لعاد الارمي كم دفعو لما حطو صورة تايهونغ اصلا عادي احنا اغنياء😂😂😂,0,2025-01-04T19:08:04Z,2mnYesPZkJU,youtube
انا هلق في,0,2024-12-27T17:08:48Z,2mnYesPZkJU,youtube
1دينار,0,2024-12-22T11:08:41Z,2mnYesPZkJU,youtube
طيب ولو حطيت صورتي فوتوشوب في برج خليفه كم تكلف الخساره😂,1,2024-12-19T11:23:53Z,2mnYesPZkJU,youtube
قريب ابويمن يهدمه برج العهر والغسيل😂😂😂,0,2024-12-12T08:24:31Z,2mnYesPZkJU,youtube
ماعرف شقول 😂😂,0,2024-12-10T00:00:59Z,2mnYesPZkJU,youtube
اطول برج بالعالم برج الامير وليد بن طلال بجده,1,2024-12-02T08:00:15Z,2mnYesPZkJU,youtube
وتففاك  غالييييي,0,2024-12-01T11:53:20Z,2mnYesPZkJU,youtube
انتبه تنشر اغاني حرام ترا جزاك الله خير,0,2024-11-25T13:09:11Z,2mnYesPZkJU,youtube
اطول برج هي برج الساعه في مكه,0,2024-11-24T07:17:32Z,2mnYesPZkJU,youtube
طب بدي حط صورة ل يوم واحد كم بدفع 😂😂,0,2024-11-22T19:46:26Z,2mnYesPZkJU,youtube
مستحيل 😮😮,1,2024-11-21T15:29:02Z,2mnYesPZkJU,youtube
بقدر إرتفاع هاذا البرج وكل الأبراج سيهوي بطولها الذي أنفق عليها أضعاف مضاعفة في قعر جهنم,0,2024-11-17T02:44:18Z,2mnYesPZkJU,youtube
تقصد ثاني اكبر برج😂😂😂,0,2024-11-08T16:39:14Z,2mnYesPZkJU,youtube
لا حول ولاقوة الابالله العلي العظيم ربنا انصر فلسطين يارب الحمدلله,1,2024-11-02T17:21:57Z,2mnYesPZkJU,youtube
هذا سوالف الاغنياء.🙂،🌪️،🗿,1,2024-10-20T14:52:28Z,2mnYesPZkJU,youtube
"خير ياحبيبي 
ليش منصات التواصل الاجتماعي منقصه بشي
بعدين إعلانك مقتصر على اماره واحده
ليش يعني يكون اكول بري بالعالم يعني العالم كله بيشوف لايف 😂",0,2024-10-11T21:22:05Z,2mnYesPZkJU,youtube
"مو برج خليفة الاحبر اكبر برج برج الساعة الي  في المملكة العربية السعودية ❤
❤🇸🇦🇸🇦",0,2024-10-06T14:46:53Z,2mnYesPZkJU,youtube
شايفه؟,0,2024-10-04T16:24:10Z,2mnYesPZkJU,youtube
لست أدري لماذا يقولون حبيبته وهي في الأصل زوجته.,0,2024-10-03T15:42:06Z,2mnYesPZkJU,youtube
لا يجوز نشر المعازف اتق الله ولا يجوز نشر صور النساء الكشافات او العاريات اتق الله,0,2024-10-03T09:07:49Z,2mnYesPZkJU,youtube
انيس واصاله 🎉💙💙💙💙💙🎀,0,2024-10-01T16:27:13Z,2mnYesPZkJU,youtube
تفو تفه عليكم يا الامارات انتم واقفين مع العدو الاسرائ… و لبنان تضرر اللعنه عليكم يا العرب اللعنه بس اخخخخ💔 وفلسطين و لبنان حرة ان شاءلله و الرد اليكم باذن الله,1,2024-09-24T15:06:53Z,2mnYesPZkJU,youtube
"الي يقول غالي ترا مب غالي 250ألف درهم مب غالي في دول عندهم غالي 👍🏻🙂
الحمدالله اني إماراتيه ☺✨🌷🎀💗",0,2024-09-24T12:48:25Z,2mnYesPZkJU,youtube
أنا بروح شاليه باي❤😊😊😊😊,0,2024-09-22T15:04:34Z,2mnYesPZkJU,youtube
عالم فاضي,0,2024-09-22T00:00:57Z,2mnYesPZkJU,youtube
Nice mahal,0,2024-09-19T10:51:38Z,2mnYesPZkJU,youtube
نجيب كريستيانو ونحطوا علي برج خليفه 😏,1,2024-09-14T14:18:56Z,2mnYesPZkJU,youtube
واو واو❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💚💚💚💚💚💚💚💚💚💚🩵🩵🩵💚💚💚💚💚💚💛💛💛💛💛💛❤️❤️❤️❤️❤️🧡🧡🧡🧡🧡🧡💙💙💙💙💙💙💙💜💜💜💜💜💓💓💓💓🤎🤎🖤🖤🖤🖤🤎🖤🖤🖤🖤🩶🩶🩶🩶🖤🖤🩶🩶🩶🤍🤍🤍🤍🤍🤍🤍🩶🤍🤍🤍🤍🤍🤍🩷🩷🩷🩷🩷🩷🩷🩷🩷💘💘💘💘💘💘💝💝💝💝💝💝💝♥️♥️♥️♥️♥️♥️❣️❣️❣️❣️❣️❣️❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💕💕💕💕💕💕💞💞💞💞💞💞💕💕💕💕💕💕💞💞💞💞💞💞💟💟💟💟💟💟🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥⭐⭐⭐⭐⭐⭐⭐💫💫💫💫💫⭐⭐⭐💫💫💫💫💫💫💫💫😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😻😘😘😘😘😘😚😘😘😘😘😘😘😘😘😘😘😘😘😘😘🥰🥰😘😘🥰🥰😘😘😘🥰🥰🥰🥰🥰😘😘🥰🥰😘😘🥰😘😘🥰🥰🥰🥰🥰🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩,0,2024-08-31T19:14:20Z,2mnYesPZkJU,youtube
لا مو اطول برج خليفه اطول برج بل عالم هو برج حروس بل عراق محافه البصره,0,2024-08-29T18:49:57Z,2mnYesPZkJU,youtube
لااله الا انت سبحانك اني كنت من الظالمين استغفرالله العظيم واتوب اليه,0,2024-08-28T16:41:02Z,2mnYesPZkJU,youtube
أللهم حسن الخاتمة أللهم ارزقنا الجنة الفردوس الأعلى اما دنيا  غير طريق,5,2024-08-28T16:39:12Z,2mnYesPZkJU,youtube
كثير غالي💸,1,2024-08-27T13:18:34Z,2mnYesPZkJU,youtube
ههههه هههه لا لا لا أطول برج في العالم برج العراق ولكن بسب الوضاع التي كانت في العراق توقفوا عن البناى❤,0,2024-08-26T22:42:59Z,2mnYesPZkJU,youtube
أطول برج بل العالم هو برج العراق في البصرة,0,2024-08-25T16:40:10Z,2mnYesPZkJU,youtube
"‏‎اللهم اخذل من خذل غزة، حكاما وجيوشا وشعوبا  ،  واجعل أهل غزة شهودًا عليهم،
اللهم أرنا فيهم عجائب قدرتك، وأذقهم أضعاف ما أذاقوه أهل غزة.
اللهم تقبل جهاد غزة وأهلها وارزقهم الإخلاص والتقوى والفردوس الأعلى.
لا إله إلا أنت سبحانك اني كنت من الظالمين",0,2024-08-23T22:14:24Z,2mnYesPZkJU,youtube
شلون هاي,0,2024-08-21T22:41:26Z,2mnYesPZkJU,youtube
برج السعدي أطول  برج,0,2024-08-19T09:20:59Z,2mnYesPZkJU,youtube
برج بصره اطول برج مو الخليفه,0,2024-08-16T22:43:36Z,2mnYesPZkJU,youtube
تفوز عل سعوديه,0,2024-08-16T00:37:38Z,2mnYesPZkJU,youtube
لو بهذا المبلغ يساعدون الفقراء او غزة لكانت الدنيا بخير !,104,2024-08-11T18:58:05Z,2mnYesPZkJU,youtube
بلعراقي يعني 190000000000000000000⁰00000000000000$😂😂😂😂كذب,0,2024-08-09T10:59:47Z,2mnYesPZkJU,youtube
والمساكين مو قدرين ياكلو ليكم الله يافقرا😢,0,2024-08-07T05:13:33Z,2mnYesPZkJU,youtube
بالسنة 3مليار دولار وهو تكلفته 1.5,0,2024-08-06T07:55:40Z,2mnYesPZkJU,youtube
يورتشي : 💀💀🗿🗿,0,2024-07-28T16:41:28Z,2mnYesPZkJU,youtube
تابع اديب,1,2024-07-25T07:53:14Z,2mnYesPZkJU,youtube
يعني كم,0,2024-07-24T23:46:52Z,2mnYesPZkJU,youtube
يخسي,0,2024-07-24T19:02:18Z,2mnYesPZkJU,youtube
"من أقوى طرق محاربة الإسلام وإضعافه في نفوس
المسلمين في نشر الذنوب والمعاصي في المجتمع، من
موسيقى وأغاني محرمة وصور نساء وغيرها، فلا تظن
أنك لن تحاسب على نشرك لهذي الأشياء أو دعمك لها
ولو باللايك.",0,2024-07-24T18:59:58Z,2mnYesPZkJU,youtube
سعرها با العراقي 10 ملاين وا نص 😂 تخيلو,0,2024-07-24T17:50:10Z,2mnYesPZkJU,youtube
يعني انس واصاله دفعو 70.000علمود يعرفون الجنيني,0,2024-07-24T16:41:52Z,2mnYesPZkJU,youtube
"تمام يعني ساعه ابي لاكن مانعي فلوس 
الحل الوحيد: اقدر اعيش بكليه وحده وعين وحده وشحمه الاذن كدا فول الفول",0,2024-07-24T15:32:40Z,2mnYesPZkJU,youtube
لو يطلعوا شي يخص الاسلام ببلاش مراح يخسروا شي الا لعنة الله ع الظالمين,0,2024-07-23T21:14:52Z,2mnYesPZkJU,youtube
6 مليار ليره لبنانيه,0,2024-07-23T17:59:29Z,2mnYesPZkJU,youtube
انا توني اعرف انه برج خليفة فيه شاشات 😂,0,2024-07-23T13:01:13Z,2mnYesPZkJU,youtube
"والله انا الرقم 100,000 في عدد اللايكات😂",0,2024-07-23T11:15:39Z,2mnYesPZkJU,youtube
"اطول برج في العالم برج بابل 
والحديث برج العروس في البصرة بس يبقى برج بابل العظيم",0,2024-07-23T09:55:32Z,2mnYesPZkJU,youtube
رخيص والله,0,2024-07-23T05:05:07Z,2mnYesPZkJU,youtube
"سبحان الله معجزات الدنيا سبعه السموات سبعه
افضل لعب كرستيانو رقم  سبعه وهلق 
اجرات الاعلان سبعين يعني رقم سبعه في شبه ترتين رباني",0,2024-07-22T20:57:29Z,2mnYesPZkJU,youtube
🇸🇦🇸🇦🇸🇦🇸🇦🤍🤍🥰,0,2024-07-22T11:37:50Z,2mnYesPZkJU,youtube
رخيص رخيص 😂,0,2024-07-21T20:45:15Z,2mnYesPZkJU,youtube
يعني انس وأصالة ………!,0,2024-07-21T14:36:58Z,2mnYesPZkJU,youtube
يعني مليون ونص بل عراقي 😂,0,2024-07-20T08:23:57Z,2mnYesPZkJU,youtube
برجنا😂,1,2024-07-19T19:12:20Z,2mnYesPZkJU,youtube
توقعت اكثر,0,2024-07-19T13:06:26Z,2mnYesPZkJU,youtube
معلوماتك خاطئة %100,1,2024-07-19T01:19:41Z,2mnYesPZkJU,youtube
مو شاشة هاي بروجكتر يصير مثل الشاشة,0,2024-07-14T11:26:19Z,2mnYesPZkJU,youtube
"سعر الإعلان على برج خليفة ❌
كيف تصبح ثريا في ثلاث دقائق ✅
😂😂😂😂",1,2024-07-13T18:27:23Z,2mnYesPZkJU,youtube
تخيل أضيع فلوسي واروح سياحة في دبي 😂,0,2024-07-07T12:55:40Z,2mnYesPZkJU,youtube
أنا من الإمارات الله يرحم شيوخ الإمارات,0,2024-07-02T16:57:15Z,2mnYesPZkJU,youtube
برج خليف وين الرياض  جنب برج المملكة مكن,0,2024-06-29T16:45:56Z,2mnYesPZkJU,youtube
اريد دبي ايمت صارت كم يوم,0,2024-06-24T09:11:15Z,2mnYesPZkJU,youtube
كثير حلوه كثير حلوه,0,2024-06-24T09:11:02Z,2mnYesPZkJU,youtube
"مش حاجه كبيره 70,000 دولار عشان شركه اللي بتعمل هيك دائما كا تكون قمتها ملايين او ملايير❤❤😅😊",0,2024-06-24T08:07:47Z,2mnYesPZkJU,youtube
"""هل تبحث عن طرق جديدة لتحسين دخلك وتنمية أموالك؟ شاركنا في مناقشة أفضل الاستراتيجيات المالية وتبادل الخبرات",0,2024-06-10T18:01:40Z,2mnYesPZkJU,youtube
😊❤😂🎉 الف الف باء,0,2024-06-10T16:20:53Z,2mnYesPZkJU,youtube
ايري بدبي مافيو غير برج خليفة,0,2024-06-09T13:00:46Z,2mnYesPZkJU,youtube
70k usd to post a 3 minute ad on there 😂,0,2024-06-03T07:14:39Z,2mnYesPZkJU,youtube
أعلانات لدعم الشيطان الأكبر والصهيونيه اليهوديه,1,2024-05-25T10:35:00Z,2mnYesPZkJU,youtube
ريلي؟؟؟؟؟ 😮,0,2024-05-19T11:32:34Z,2mnYesPZkJU,youtube
"أولا سعر الإعلان 
95,000$
ثانيا مش كريستيانو اللي حط صورة حبيبته على البرج هي نيتفلكس الي حطت وثائقي عن حياتهم",1,2024-05-15T10:37:17Z,2mnYesPZkJU,youtube
يعني عايلة اناصالة anazala حطت هاي المبلغ كلو لكشف جنس البيبي 😮 كلو على ظهر مشاهدات و لايكات الناس 😢,1,2024-05-13T15:34:16Z,2mnYesPZkJU,youtube
$800000000000000,0,2024-05-13T07:18:28Z,2mnYesPZkJU,youtube
احااااااااااااا😅,0,2024-05-11T21:08:39Z,2mnYesPZkJU,youtube
لعد وين برج خليفه چذبون على الناس گبر,0,2024-05-10T11:06:23Z,2mnYesPZkJU,youtube
اكتبو اسمي,0,2024-05-09T20:52:02Z,2mnYesPZkJU,youtube
كم تبلغ كلفة مليارات الشعب العراقي المحروم والمنهوبة اموالهم ولهم دعم وسند اماراتي لفتح حسابات بنكية واستثمار تحت عناوين رجل اعمال وايفاد ومستثمر والجميع يعلم مال حرام ويرحبون باللصوص سواء من كردستان او احزاب العرب ههههههه والله تضحكون كفى تباهي وضحك على الناس,0,2024-05-09T04:02:21Z,2mnYesPZkJU,youtube
كم تكلفة دعم الدول الاجنبية بالبترول والمال لضرب الدول العربية وكم تكلفة المليارات من مايسمى كردستان العراق والاحزاب الفاسدة التي تاويهم الامارات وتفتح لهم حسابات بنكية وتحت مسميات ايفاد ورجل اعمال ومستثمر ويعلم الجميع هذه اموال الافاضل والاطفال العراقيين المشردين وتعلم انهم لصوص وبصلافة تستقبل مليارات بطائرات وصفقات سرية من النفط وغيره,0,2024-05-09T03:57:28Z,2mnYesPZkJU,youtube
بهاذي الفلوس استطيع شراء ميسي 😂😂😂,0,2024-05-08T11:19:27Z,2mnYesPZkJU,youtube
بـ70الف دولار 💵 ممكن أطعم مليون فقير,0,2024-05-07T18:33:06Z,2mnYesPZkJU,youtube
لنو جورجينا هي طلعت على البرج,0,2024-05-06T09:15:49Z,2mnYesPZkJU,youtube
نحمسد 😂😂😂😂,0,2024-05-06T09:15:15Z,2mnYesPZkJU,youtube
برج جده اطول منه,0,2024-05-06T07:22:43Z,2mnYesPZkJU,youtube
والله تفاهة,0,2024-05-05T13:27:32Z,2mnYesPZkJU,youtube
سبعين ألف دولار اشتري  تاهو,0,2024-05-04T20:38:08Z,2mnYesPZkJU,youtube
70.000 الف دولار اتفل على حياتي السابقة,0,2024-05-04T18:30:50Z,2mnYesPZkJU,youtube
باذن الله تريب وتصبح غبار بإذن الله,0,2024-05-04T10:43:25Z,2mnYesPZkJU,youtube
السفه بعين ذاته,0,2024-05-03T16:45:28Z,2mnYesPZkJU,youtube
نعم وقد اعلنو لاسرائيل اسيادهم لعنهم الله ولعن اسيادهم,0,2024-05-02T12:18:12Z,2mnYesPZkJU,youtube
Give and take one million dollars,0,2024-05-02T11:06:42Z,2mnYesPZkJU,youtube
"رخيص ب 70000 دولار

معلوماتك غلط في غلط",0,2024-05-01T07:32:24Z,2mnYesPZkJU,youtube
احبها ٧٠دولار طلعت ٧٠الف يويلي,0,2024-04-30T17:41:57Z,2mnYesPZkJU,youtube
"مبالغ خيالية لإنشاء برج مع خيانة للقضية الفلسطينية والأسواء من هذا وضع شعار علم الصهاينة حددا على أرواحهم لكن هناك إله يعلم كل شيء 
إسأل بن زايد عن الإعصار الذي ضرب الإمارات",0,2024-04-28T17:27:21Z,2mnYesPZkJU,youtube
بعد لا ناكل ولا نشرب مادام عدنه برج خليفه الحمدلله وشكر على نعمة البرج,0,2024-04-27T11:21:19Z,2mnYesPZkJU,youtube
هداالبرج جميل جدا و تحفة انه اهتز لم يسقط,0,2024-04-26T11:55:23Z,2mnYesPZkJU,youtube
اصبح للتفاهه عنوان والمصيبه ان احنا من المشاهدين 😂عقبال لما يطلبو مني إعلانات😊,0,2024-04-26T02:52:04Z,2mnYesPZkJU,youtube
